id,creator0,creator1,creator2,creator3,creator4,creator5,creator6,creator7,creator8,creator9,creator10,creator11,type0,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14,material0,material1,material2,material3,material4,material5,material6,material7,material8,material9,material10,material11,material12,material13,material14,material15,material16,material17,material18,material19,material20,material21,material22,material23,material24,material25,material26,material27,material28,date0,date1,date2
0000121,Fragonard Jean Honoré,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742 -  1806,,
0000674,,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,bamboe,parelmoer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000981,anoniem,,,,,,,,,,,,kwispedoor,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1720 - ca. 1725,,
0000467,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000193,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,Visjnoe,,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1100 - ca. 1150,,
0000975,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,kobalt,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,1680 -  1720,,
0000033,Boucher François,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713 -  1734,,
0000075,anoniem,,,,,,,,,,,,graffiguur,,,,,,,,,,,,,,,terracotta,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 -  500,,
0000880,anoniem,,,,,,,,,,,,schildering,tangka,,,,,,,,,,,,,,katoen,verfstof,goudverf,inkt,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000885,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,ijzer,verguldsel,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000959,anoniem,,,,,,,,,,,,vaas,rolwagen,,,,,,,,,,,,,,porselein,kobalt,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,1635 -  1650,,
0000462,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000538,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000460,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000908,Robert Hubert,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754 -  1808,,
0000137,Lavallée-Poussin Etienne de,anoniem,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762 -  1777,,
0000734,anoniem,,,,,,,,,,,,schildering,,,,,,,,,,,,,,,zijde,inkt,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,1368 -  1644,,
0000338,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1368 - ca. 1644,,
0000927,anoniem,,,,,,,,,,,,textiel,fragment,,,,,,,,,,,,,,linnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1781 -  1789,,
0000561,Eiraku Hozen,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775 -  1825,,
0000302,Soten,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,koper,,,,,,,,,,,,,,,,,,,,,,,,,,,1650 -  1700,,
0000738,anoniem,,,,,,,,,,,,schildering,rolschildering,qinglü shansui,,,,,,,,,,,,,zijde,inkt,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1800,,
0000071,anoniem,,,,,,,,,,,,beeldhouwwerk,graffiguur,,,,,,,,,,,,,,aardewerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650 -  750,,
0000969,,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1700 - ca. 1700,,
0000148,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000151,Lavallée-Poussin Etienne de,Rosa Salvator,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000728,anoniem,,,,,,,,,,,,tafel,offertafel,,,,,,,,,,,,,,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 -  1600,1736 -  1795,1662 -  1722
0000929,anoniem,,,,,,,,,,,,kamerscherm,,,,,,,,,,,,,,,papier,bladgoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000009,anoniem,,,,,,,,,,,,stortebeker,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589 -  1589,,
0000906,Quillard Pierre Antoine,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711 -  1733,,
0000752,anoniem,,,,,,,,,,,,prent,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1625,,
0000516,anoniem,,,,,,,,,,,,urn,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1500,,
0000782,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,,,,,,,,,,,,,,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850 -  930,,
0000920,Saint-Aubin Gabriel Jacques de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734 -  1780,,
0000044,anoniem,,,,,,,,,,,,masker,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. -1100 - ca. -800,,
0000946,anoniem,,,,,,,,,,,,bord (vaatwerk),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580 -  1620,,
0000829,anoniem,,,,,,,,,,,,kan,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1400 - ca. 1425,,
0000144,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000581,anoniem,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,hout,roodlak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000539,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000431,Ollivier Michel Barthélémy,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722 -  1784,,
0000432,Ollivier Michel Barthélémy,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1722 -  1784,,
0000653,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1500 - ca. 1600,,
0000241,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000957,anoniem,,,,,,,,,,,,vaas,rolwagen,,,,,,,,,,,,,,porselein,kobalt,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,1635 -  1650,,
0000329,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000992,anoniem,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,porselein,kobalt,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1725,,
0000649,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,,,,,,,,,,,,,,hout,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200 -  1250,,
0000168,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,fragment,,,,,,,,,,,,,marmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1600 - ca. 1699,,
0000020,Blondel Jacques François,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715 -  1774,,
0000279,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,messing,roodkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000224,Masayasu,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,sentoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000134,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000254,Katsumi Kansai,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,suassa,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1900,,
0000047,anoniem,,,,,,,,,,,,ritueel object,yu,wijnvat,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1100 -  -1000,,
0000974,,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000729,anoniem,,,,,,,,,,,,ritueel object,mes (snijgereedschap),,,,,,,,,,,,,,jade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1600 -  -1000,,
0000852,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Boeddha-beeld,,,,,,,,,,,,,kalksteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 -  1000,,
0000166,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,fragment,Boeddha-beeld,,,,,,,,,,,,leisteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 -  500,,
0000031,Boucher François,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713 -  1734,,
0000667,anoniem,,,,,,,,,,,,keman,altaarhanger,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200 -  1300,,
0000659,anoniem,,,,,,,,,,,,pistool,,,,,,,,,,,,,,,ijzer,goud,zilver,hout,lak,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1850,,
0000286,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000858,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,keramiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1600,,
0000964,,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1662 - ca. 1722,,
0000197,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Boeddha-beeld,,,,,,,,,,,,,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1550,,
0000011,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,kwarts-fritgoed,glazuur,luster,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1200 - ca. 1220,,
0000696,Natoire Charles Joseph,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710 -  1777,,
0000535,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775 -  1825,,
0000163,anoniem,,,,,,,,,,,,beeldhouwwerk,reliëf,deurpost,fragment,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 -  300,,
0000698,Nicolle Victor Jean,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787 -  1811,,
0000321,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100 -  1150,,
0000246,Umetada,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000089,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Shiva,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1200 - ca. 1300,,
0000061,anoniem,,,,,,,,,,,,gordelhaak,,,,,,,,,,,,,,,brons,zilver,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. -300 - ca. -200,,
0000078,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,steengoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368 -  1644,,
0000266,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,zilver,email,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000542,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1725,,
0000330,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000170,anoniem,,,,,,,,,,,,beeldhouwwerk,reliëf,,,,,,,,,,,,,,zandsteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 -  1100,,
0000815,anoniem,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,porselein,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1722 - ca. 1736,,
0000340,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 -  1368,,
0000417,anoniem,,,,,,,,,,,,doos,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
0000617,Zokoku,,,,,,,,,,,,wierookdoos,kogo,,,,,,,,,,,,,,hout,lak,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825 -  1875,,
0000833,anoniem,,,,,,,,,,,,kop,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1700 - ca. 1720,,
0000575,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000243,Mitsuhiro (II),,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000772,anoniem,,,,,,,,,,,,bel,ghanta,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 -  900,,
0000350,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000768,anoniem,,,,,,,,,,,,bel,ghanta,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 -  1600,,
0000173,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Boeddha-beeld,,,,,,,,,,,,,geelkoper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 -  1000,,
0000771,anoniem,,,,,,,,,,,,lamp,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1300 - ca. 1500,,
0000421,Moreau Louis Gabriel,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,waterverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1806,,
0000333,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000352,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000843,anoniem,,,,,,,,,,,,kop,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000556,anoniem,,,,,,,,,,,,doos,jubako,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1775 - ca. 1825,,
0000400,anoniem,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000212,anoniem,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,goud,zilver,email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000778,anoniem,,,,,,,,,,,,masker,,,,,,,,,,,,,,,hout,verfstof,edelsteen,glas (materiaal),,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1700 - ca. 1800,,
0000881,anoniem,,,,,,,,,,,,beeld,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
0000459,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000284,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,brons,koper,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1699,,
0000798,anoniem,,,,,,,,,,,,beeldhouwwerk,gietvorm,,,,,,,,,,,,,,kalksteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1400,,
0000582,anoniem,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,ivoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000524,anoniem,,,,,,,,,,,,wierookdoos,kogo,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000943,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1600 - ca. 1650,,
0000022,Blarenberghe Henri Joseph van,,,,,,,,,,,,miniatuur,tekening,,,,,,,,,,,,,,perkament,dekverf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751 -  1826,,
0000591,anoniem,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,ivoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000559,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,aardewerk,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000543,anoniem,,,,,,,,,,,,kom,theekom,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000648,anoniem,,,,,,,,,,,,wierookdoos,,,,,,,,,,,,,,,hout,lak,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 -  1600,,
0000142,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000864,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,Boeddha-beeld,,,,,,,,,,,,,steen (materiaal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175 -  1300,,
0000045,anoniem,,,,,,,,,,,,bouwfragment,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1100 -  -800,,
0000175,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Avalokitesvara,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 618 - ca. 800,,
0000159,anoniem,anoniem,,,,,,,,,,,kruik,baardmankruik,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1540 - ca. 1570,,
0000545,anoniem,,,,,,,,,,,,fles,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000508,anoniem,anoniem,,,,,,,,,,,fles,sakefles,,,,,,,,,,,,,,porselein,glazuur,email,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1670 - ca. 1680,,
0000139,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000023,Bouchardon Edmé,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744-08 -  1744-08,,
0000289,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,messing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000370,anoniem,,,,,,,,,,,,schaal (objectnaam),,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000704,Nicolle Victor Jean,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787 -  1811,,
0000245,Tomokane,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1825,,
0000586,Tomotada,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800 -  1850,,
0000797,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,Boeddha-beeld,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600 -  800,,
0000846,anoniem,,,,,,,,,,,,pelgrimsfles,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1750 - ca. 1800,,
0000076,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,terracotta,loodglazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 0 - ca. 220,,
0000682,Utagawa,anoniem,,,,,,,,,,,boek,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830 -  1840,,
0000140,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000376,anoniem,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600 -  1800,,
0000965,,,,,,,,,,,,,vaas,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723 -  1735,,
0000190,anoniem,,,,,,,,,,,,beeldhouwwerk,kop,Boeddha-beeld,,,,,,,,,,,,,kalksteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700 -  800,,
0000160,anoniem,,,,,,,,,,,,kruik,baardmankruik,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1550 - ca. 1550,,
0000343,anoniem,,,,,,,,,,,,kom,,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,960 -  1279,,
0000293,anoniem,,,,,,,,,,,,tsuba,,,,,,,,,,,,,,,ijzer,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000205,Goto Mitsuyasu,,,,,,,,,,,,kozuka,,,,,,,,,,,,,,,shibuichi,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000740,anoniem,,,,,,,,,,,,schildering,Avalokitesvara,,,,,,,,,,,,,,zijde,inkt,verfstof,,,,,,,,,,,,,,,,,,,,,,,,,,,1300 -  1400,,
0000690,anoniem,,,,,,,,,,,,herenkleding,bovenkleding,hemd,,,,,,,,,,,,,linnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in of voor 1640 - in or before 1640,,
0000814,anoniem,,,,,,,,,,,,beker,,,,,,,,,,,,,,,zilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618 -  906,,
0000145,Lavallée-Poussin Etienne de,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750 -  1793,,
0000493,anoniem,,,,,,,,,,,,chaire,stoftheebus,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000114,Delamonce Ferdinand,,,,,,,,,,,,tekening,ontwerp,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713 -  1713,,
0000382,anoniem,,,,,,,,,,,,pot,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1620 - ca. 1640,,
0000955,anoniem,,,,,,,,,,,,,rolwagen,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1640 - ca. 1645,,
0000970,,,,,,,,,,,,,kom,,,,,,,,,,,,,,,porselein,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662 -  1722,,
0000779,anoniem,,,,,,,,,,,,sieraad,,,,,,,,,,,,,,,goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400 -  1500,,
0000867,anoniem,,,,,,,,,,,,armband,,,,,,,,,,,,,,,brons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2000 -  -1000,,
0000095,Boucher François,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713 -  1770,,
0000931,anoniem,,,,,,,,,,,,scherm,,,,,,,,,,,,,,,inkt,verfstof,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000592,anoniem,,,,,,,,,,,,netsuke,,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000521,anoniem,,,,,,,,,,,,wierookdoos,kogo,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 -  1800,,
0000722,anoniem,anoniem,,,,,,,,,,,kruik,baardmankruik,,,,,,,,,,,,,,steengoed,glazuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca. 1520 - ca. 1560,,
0000666,anoniem,,,,,,,,,,,,beeldhouwwerk,beeld,,,,,,,,,,,,,,hout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275 -  1325,,
0000103,Deshays Jean Baptiste Henri,,,,,,,,,,,,tekening,,,,,,,,,,,,,,,papier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739 -  1765,,
